age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;hours_per_week;country;salary
(29,33];Private;197860;Some-college;(9,10];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Other;187656;<= 12th;[1,8];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Private;51744;High School;(8,9];Spouseless;Service;Not-in-family;Other;Male;40;US;0
(43,54];Private;176681;High School;(8,9];With Spouse;Administration;Wife or husband;Other;Male;<40;US;0
(43,54];Local-gov;140359;<= 12th;[1,8];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
[17,21];Private;243313;High School;(8,9];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Other;24215;<= 12th;[1,8];Spouseless;Other;Not-in-family;Other;Female;<40;US;0
(61,90];Self-emp-not-inc;167687;High School;(8,9];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Private;314209;Associate;(10,12];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;<40;Non-US;0
(61,90];Private;176796;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(33,35];Private;538583;<= 12th;[1,8];Spouseless;Transport-moving;Not-in-family;Other;Male;40;US;0
(37,43];Private;130408;High School;(8,9];Spouseless;Sales;Unmarried;Other;Female;<40;US;0
(23,25];Private;159732;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;110978;Some-college;(9,10];Spouseless;Craft-repair;Child or other relative;Other;Female;40;US;0
(25,29];Private;76714;Above Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];State-gov;268700;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];State-gov;170525;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;180138;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;1
(37,43];Local-gov;115076;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(21,23];Private;115458;High School;(8,9];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;347890;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Self-emp-not-inc;196001;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;0
(23,25];State-gov;273905;Associate;(10,12];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Other;119156;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Private;179488;Some-college;(9,10];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;203580;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;<40;Non-US;0
(54,61];Private;236596;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Private;183916;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;207578;Associate;(10,12];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;153141;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Private;112763;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(37,43];Private;390781;Bachelors;(12,13];With Spouse;Administration;Wife or husband;Other;Female;40;US;0
(54,61];Local-gov;171328;<= 12th;[1,8];Spouseless;Service;Unmarried;Other;Female;<40;US;0
[17,21];Local-gov;27382;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;259014;Some-college;(9,10];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Self-emp-not-inc;303044;High School;(8,9];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
[17,21];Private;117789;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;172579;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;187666;Associate;(10,12];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Private;204518;<= 12th;[1,8];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;150042;Bachelors;(12,13];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;98092;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;245918;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(54,61];Private;146013;Some-college;(9,10];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;378322;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Self-emp-inc;257295;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;1
[17,21];Other;218956;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Male;<40;Non-US;0
(61,90];Private;21174;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;185480;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(29,33];Private;222205;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(54,61];Private;69867;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
[17,21];Private;191260;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Self-emp-not-inc;30653;Masters;(13,16];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Local-gov;209109;Masters;(13,16];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Private;70377;High School;(8,9];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;477983;High School;(8,9];With Spouse;Service;Wife or husband;Other;Male;40;US;0
(43,54];Private;170924;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(33,35];Private;190174;Some-college;(9,10];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(23,25];Private;193787;Some-college;(9,10];Spouseless;Tech and Secutity;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(23,25];Private;279472;Some-college;(9,10];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Female;>40;US;1
(21,23];Private;34918;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;<40;Non-US;0
(37,43];Local-gov;97688;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(33,35];Private;175413;Associate;(10,12];Spouseless;Sales;Unmarried;Other;Female;>40;US;0
(54,61];Private;173960;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
[17,21];Private;205759;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Federal-gov;425161;Masters;(13,16];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;220531;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;176609;Some-college;(9,10];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Private;371987;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;193884;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(35,37];Private;200352;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;127595;High School;(8,9];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Local-gov;220419;Bachelors;(12,13];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;231931;Some-college;(9,10];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;248402;Bachelors;(12,13];Spouseless;Tech and Secutity;Unmarried;Other;Female;40;US;0
(61,90];Private;111095;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(35,37];Self-emp-inc;57424;Bachelors;(12,13];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Other;157443;Masters;(13,16];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Female;40;Non-US;0
(23,25];Private;278130;High School;(8,9];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;169469;High School;(8,9];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;146268;Bachelors;(12,13];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
[17,21];Private;153718;Some-college;(9,10];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(29,33];Private;217460;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;238638;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(23,25];Private;303296;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;Non-US;0
(37,43];Private;173321;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;193945;Associate;(10,12];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;83082;Associate;(10,12];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(33,35];Private;193815;Associate;(10,12];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Self-emp-inc;34987;Some-college;(9,10];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(25,29];Private;59306;Bachelors;(12,13];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(33,35];Private;142897;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;<40;Non-US;1
[17,21];Other;860348;Some-college;(9,10];Spouseless;Other;Child or other relative;Other;Female;<40;US;0
(35,37];Self-emp-not-inc;205607;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;Other;Female;40;US;1
(21,23];Private;199698;Some-college;(9,10];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(23,25];Private;191954;Some-college;(9,10];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Self-emp-not-inc;138714;Some-college;(9,10];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(21,23];Private;399087;<= 12th;[1,8];With Spouse;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Female;40;Non-US;0
(25,29];Private;423158;Some-college;(9,10];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Private;159841;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Self-emp-not-inc;174308;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;50356;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;186110;High School;(8,9];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;200381;<= 12th;[1,8];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Self-emp-not-inc;174309;Masters;(13,16];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(61,90];Self-emp-not-inc;78383;High School;(8,9];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(21,23];Other;211601;Associate;(10,12];Spouseless;Other;Child or other relative;Other;Female;<40;US;0
(37,43];Private;187728;Some-college;(9,10];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;>40;US;1
(54,61];Self-emp-not-inc;321171;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Private;127921;High School;(8,9];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;206565;Some-college;(9,10];Spouseless;Craft-repair;Not-in-family;Other;Male;>40;US;0
(25,29];Private;224563;Bachelors;(12,13];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;178686;Associate;(10,12];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Local-gov;98545;<= 12th;[1,8];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;242606;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;270942;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;>40;Non-US;0
(29,33];Private;94235;High School;(8,9];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;71195;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;104112;High School;(8,9];Spouseless;Sales;Unmarried;Other;Male;<40;Non-US;0
(43,54];Private;261192;High School;(8,9];With Spouse;Service;Wife or husband;Other;Male;40;US;0
(25,29];Private;94936;Associate;(10,12];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;296478;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(35,37];State-gov;119272;High School;(8,9];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;85043;High School;(8,9];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(21,23];State-gov;293364;Some-college;(9,10];Spouseless;Tech and Secutity;Child or other relative;Other;Female;40;US;0
(37,43];Self-emp-not-inc;241895;Bachelors;(12,13];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Other;36135;<= 12th;[1,8];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Other;151989;Associate;(10,12];Spouseless;Other;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Private;101128;Associate;(10,12];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;<40;Non-US;0
(29,33];Private;156464;Bachelors;(12,13];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Private;117963;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;192262;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;111363;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Local-gov;329752;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(54,61];Other;372020;Bachelors;(12,13];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Federal-gov;95432;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(61,90];Private;161400;<= 12th;[1,8];Spouseless;Service;Unmarried;Other;Male;40;US;0
(37,43];Private;96129;Associate;(10,12];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;111949;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Self-emp-not-inc;117125;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(35,37];Private;348022;<= 12th;[1,8];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;0
(61,90];Private;270092;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;180609;Bachelors;(12,13];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;174575;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(21,23];Private;410439;High School;(8,9];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;92262;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
